text,aspects,aspect_sentiment_pairs,aspect_opinion_pairs,triplets
Chai nhỏ dung tích hơi thấp,['dung tích'],"[('dung tích', 'NEG')]","[('dung tích', 'hơi thấp')]","[('dung tích', 'hơi thấp', 'NEG')]"
sản phẩm quá tốt,['sản phẩm'],"[('sản phẩm', 'POS')]","[('sản phẩm', 'quá tốt')]","[('sản phẩm', 'quá tốt', 'POS')]"
Cam này ban ngày nhìn khá nét và sáng rõ,['nhìn'],"[('nhìn', 'POS')]","[('nhìn', 'khá nét và sáng rõ')]","[('nhìn', 'khá nét và sáng rõ', 'POS')]"
"ban đêm thì hơi mờ và không nét,",['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'hơi mờ và không nét,')]","[('<IA>', 'hơi mờ và không nét,', 'NEG')]"
nếu mục đích sử dụng là quay ngoài trời vào ban đêm thì con này không phù hợp,['đích sử dụng là quay ngoài trời vào'],"[('đích sử dụng là quay ngoài trời vào', 'NEG')]","[('đích sử dụng là quay ngoài trời vào', 'không phù hợp')]","[('đích sử dụng là quay ngoài trời vào', 'không phù hợp', 'NEG')]"
"còn mục đích quay sân vườn, shop, cửa hàng ... vào ban ngày thì con này OK","['quay sân vườn, shop, cửa hàng ... vào ban ngày']","[('quay sân vườn, shop, cửa hàng ... vào ban ngày', 'POS')]","[('quay sân vườn, shop, cửa hàng ... vào ban ngày', 'OK')]","[('quay sân vườn, shop, cửa hàng ... vào ban ngày', 'OK', 'POS')]"
"Giá tôt,",['Giá'],"[('Giá', 'POS')]","[('Giá', 'tôt,')]","[('Giá', 'tôt,', 'POS')]"
đóng với siêu cẩn thận,['đóng với'],"[('đóng với', 'POS')]","[('đóng với', 'siêu cẩn thận')]","[('đóng với', 'siêu cẩn thận', 'POS')]"
có gói giao hàng 2h tiện lợi,['gói giao hàng 2h'],"[('gói giao hàng 2h', 'POS')]","[('gói giao hàng 2h', 'tiện lợi')]","[('gói giao hàng 2h', 'tiện lợi', 'POS')]"
"Sách bị dập đoạn đầu vs phần thân,",['Sách'],"[('Sách', 'NEG')]","[('Sách', 'bị dập')]","[('Sách', 'bị dập', 'NEG')]"
"quyển t2 bị bẩn cả bìa trên lẫn dưới,",['quyển t2'],"[('quyển t2', 'NEG')]","[('quyển t2', 'bị bẩn')]","[('quyển t2', 'bị bẩn', 'NEG')]"
bìa trên còn dính keo.,['bìa trên'],"[('bìa trên', 'NEG')]","[('bìa trên', 'dính keo.')]","[('bìa trên', 'dính keo.', 'NEG')]"
Nhan hàng dung hẹn,['Nhan hàng'],"[('Nhan hàng', 'POS')]","[('Nhan hàng', 'dung hẹn')]","[('Nhan hàng', 'dung hẹn', 'POS')]"
hop gọi ky,['hop'],"[('hop', 'POS')]","[('hop', 'ky')]","[('hop', 'ky', 'POS')]"
nhân viên giao hàng cực kỳ dễ thương,['nhân viên giao hàng'],"[('nhân viên giao hàng', 'POS')]","[('nhân viên giao hàng', 'cực kỳ dễ thương')]","[('nhân viên giao hàng', 'cực kỳ dễ thương', 'POS')]"
"Hàng giao nhanh,",['giao'],"[('giao', 'POS')]","[('giao', 'nhanh,')]","[('giao', 'nhanh,', 'POS')]"
đóng gói cẩn thận.,['đóng gói'],"[('đóng gói', 'POS')]","[('đóng gói', 'cẩn thận.')]","[('đóng gói', 'cẩn thận.', 'POS')]"
"hài lòng,",['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'hài lòng,')]","[('<IA>', 'hài lòng,', 'POS')]"
sẽ tiếp tục mua,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'sẽ tiếp tục mua')]","[('<IA>', 'sẽ tiếp tục mua', 'POS')]"
Giao hàng nhanh.,['Giao hàng'],"[('Giao hàng', 'POS')]","[('Giao hàng', 'nhanh.')]","[('Giao hàng', 'nhanh.', 'POS')]"
Găng tay sờ rất mềm.,['Găng tay sờ'],"[('Găng tay sờ', 'POS')]","[('Găng tay sờ', 'rất mềm.')]","[('Găng tay sờ', 'rất mềm.', 'POS')]"
"rửa thích,",['rửa'],"[('rửa', 'POS')]","[('rửa', 'thích,')]","[('rửa', 'thích,', 'POS')]"
dùng mùa lạnh ok.,['dùng'],"[('dùng', 'POS')]","[('dùng', 'ok.')]","[('dùng', 'ok.', 'POS')]"
Shop còn gửi kèm quà tặng dễ thương.,['quà tặng'],"[('quà tặng', 'POS')]","[('quà tặng', 'dễ thương.')]","[('quà tặng', 'dễ thương.', 'POS')]"
Cảm ơn shop.,[],[],[],[]
"Hàng đúng mô tả,",['Hàng'],"[('Hàng', 'POS')]","[('Hàng', 'đúng mô tả,')]","[('Hàng', 'đúng mô tả,', 'POS')]"
"giao hàng rất nhanh,",['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'rất nhanh,')]","[('giao hàng', 'rất nhanh,', 'POS')]"
đủ phụ kiện.,['phụ kiện.'],"[('phụ kiện.', 'POS')]","[('phụ kiện.', 'đủ')]","[('phụ kiện.', 'đủ', 'POS')]"
mình mua kính cường lực và 2 ốp lưng nữa.,"['kính cường lực', '2 ốp lưng']","[('kính cường lực', 'NEU'), ('2 ốp lưng', 'NEU')]","[('kính cường lực', '<IO>'), ('2 ốp lưng', '<IO>')]","[('kính cường lực', '<IO>', 'NEU'), ('2 ốp lưng', '<IO>', 'NEU')]"
"mình ấn tượng với tốc độ giao hàng của shop,",['tốc độ giao hàng'],"[('tốc độ giao hàng', 'POS')]","[('tốc độ giao hàng', 'ấn tượng')]","[('tốc độ giao hàng', 'ấn tượng', 'POS')]"
gói hàng cẩn thận.,['gói hàng'],"[('gói hàng', 'POS')]","[('gói hàng', 'cẩn thận.')]","[('gói hàng', 'cẩn thận.', 'POS')]"
dán nhưng bị lọt bọt khí vào không hài lòng,['dán'],"[('dán', 'NEG')]","[('dán', 'bị lọt bọt khí vào không hài lòng')]","[('dán', 'bị lọt bọt khí vào không hài lòng', 'NEG')]"
rẻ hơn bên ngoài!,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'rẻ hơn bên ngoài!')]","[('<IA>', 'rẻ hơn bên ngoài!', 'POS')]"
"Rất tốt,",[],[],[],[]
cam ơn shop nhiều.,['shop'],"[('shop', 'POS')]","[('shop', 'cam ơn')]","[('shop', 'cam ơn', 'POS')]"
"Giày rất đẹp,",['Giày'],"[('Giày', 'POS')]","[('Giày', 'rất đẹp,')]","[('Giày', 'rất đẹp,', 'POS')]"
mang rất ưng cái bụng luôn.,['mang'],"[('mang', 'POS')]","[('mang', 'rất ưng')]","[('mang', 'rất ưng', 'POS')]"
Ủng hộ shop và tiki nè,"['shop', 'tiki']","[('shop', 'POS'), ('tiki', 'POS')]","[('shop', 'Ủng hộ'), ('tiki', 'Ủng hộ')]","[('shop', 'Ủng hộ', 'POS'), ('tiki', 'Ủng hộ', 'POS')]"
"Giá mềm,",['Giá'],"[('Giá', 'POS')]","[('Giá', 'mềm,')]","[('Giá', 'mềm,', 'POS')]"
giao hàng nhanh.,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh.')]","[('giao hàng', 'nhanh.', 'POS')]"
Sẽ tiếp tục ủng hộ Tiki.,[],[],[],[]
cái vặn khoá máy câu vào cần câu khá tệ!,['cái vặn khoá máy câu vào cần câu'],"[('cái vặn khoá máy câu vào cần câu', 'NEG')]","[('cái vặn khoá máy câu vào cần câu', 'khá tệ!')]","[('cái vặn khoá máy câu vào cần câu', 'khá tệ!', 'NEG')]"
vừa vặn đã nứt rồi!,['vặn'],"[('vặn', 'NEG')]","[('vặn', 'nứt')]","[('vặn', 'nứt', 'NEG')]"
shop giao cũng khá tốt phần phụ kiện!,['phụ kiện!'],"[('phụ kiện!', 'POS')]","[('phụ kiện!', 'shop giao cũng khá tốt')]","[('phụ kiện!', 'shop giao cũng khá tốt', 'POS')]"
nhưng chỉ cho 3sao thôi,['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'chỉ cho 3sao')]","[('<IA>', 'chỉ cho 3sao', 'NEG')]"
"Sách giao tới còn nguyên màng co, rất đẹp.",['Sách'],"[('Sách', 'POS')]","[('Sách', 'còn nguyên màng co, rất đẹp.')]","[('Sách', 'còn nguyên màng co, rất đẹp.', 'POS')]"
"Dịch cực mượt,",['Dịch'],"[('Dịch', 'POS')]","[('Dịch', 'cực mượt,')]","[('Dịch', 'cực mượt,', 'POS')]"
"ảnh bìa lại quá đẹp,",['ảnh bìa'],"[('ảnh bìa', 'POS')]","[('ảnh bìa', 'quá đẹp,')]","[('ảnh bìa', 'quá đẹp,', 'POS')]"
"giấy khá dày, đẹp,",['giấy'],"[('giấy', 'POS')]","[('giấy', 'khá dày, đẹp,')]","[('giấy', 'khá dày, đẹp,', 'POS')]"
tuy 1 số trang chữ in hơi lệch nhưng không sao.,['chữ in'],"[('chữ in', 'NEU')]","[('chữ in', 'hơi lệch nhưng không sao.')]","[('chữ in', 'hơi lệch nhưng không sao.', 'NEU')]"
Chưa nhận được đơn hàng.,['đơn hàng.'],"[('đơn hàng.', 'NEG')]","[('đơn hàng.', 'Chưa nhận được')]","[('đơn hàng.', 'Chưa nhận được', 'NEG')]"
"Hôm đó tôi nghỉ phép, không biết giao cho ai.",[],[],[],[]
Không như kỳ vọng.,['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'Không như kỳ vọng.')]","[('<IA>', 'Không như kỳ vọng.', 'NEG')]"
"Mỏng và mềm oặc ẹo, không có đứng.",['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'Mỏng và mềm oặc ẹo, không có đứng.')]","[('<IA>', 'Mỏng và mềm oặc ẹo, không có đứng.', 'NEG')]"
mua về còn vứt đó chưa biết dùng để làm gì,['dùng'],"[('dùng', 'NEG')]","[('dùng', 'chưa biết dùng để làm gì')]","[('dùng', 'chưa biết dùng để làm gì', 'NEG')]"
Dán chắc,['Dán'],"[('Dán', 'POS')]","[('Dán', 'chắc')]","[('Dán', 'chắc', 'POS')]"
đẹp,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'đẹp')]","[('<IA>', 'đẹp', 'POS')]"
giá hơi mắc.,['giá'],"[('giá', 'NEG')]","[('giá', 'hơi mắc.')]","[('giá', 'hơi mắc.', 'NEG')]"
Có tặng 2 gói cà fe ngon,['tặng 2 gói cà fe'],"[('tặng 2 gói cà fe', 'POS')]","[('tặng 2 gói cà fe', 'ngon')]","[('tặng 2 gói cà fe', 'ngon', 'POS')]"
"Hàng giao không dùng được, không khớp,",['dùng'],"[('dùng', 'NEG')]","[('dùng', 'không dùng được, không khớp,')]","[('dùng', 'không dùng được, không khớp,', 'NEG')]"
gắn không chạy,['gắn'],"[('gắn', 'NEG')]","[('gắn', 'không chạy')]","[('gắn', 'không chạy', 'NEG')]"
"hàng trên tiki chất lượng lắm,",['hàng trên tiki'],"[('hàng trên tiki', 'NEG')]","[('hàng trên tiki', 'chất lượng lắm,')]","[('hàng trên tiki', 'chất lượng lắm,', 'NEG')]"
tệ,[],[],[],[]
"Bình giao đúng như hình,",['Bình'],"[('Bình', 'POS')]","[('Bình', 'giao đúng như hình,')]","[('Bình', 'giao đúng như hình,', 'POS')]"
locknlock thì chất lượng khỏi chê.,['chất lượng'],"[('chất lượng', 'POS')]","[('chất lượng', 'khỏi chê.')]","[('chất lượng', 'khỏi chê.', 'POS')]"
Tiki giao hàng nhanh,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh')]","[('giao hàng', 'nhanh', 'POS')]"
"Nhựa dẻo tốt,",['Nhựa'],"[('Nhựa', 'POS')]","[('Nhựa', 'dẻo tốt,')]","[('Nhựa', 'dẻo tốt,', 'POS')]"
dễ sử dụng.,['sử dụng.'],"[('sử dụng.', 'POS')]","[('sử dụng.', 'dễ')]","[('sử dụng.', 'dễ', 'POS')]"
"Độ ẩm vừa phải,",['Độ ẩm'],"[('Độ ẩm', 'POS')]","[('Độ ẩm', 'vừa phải,')]","[('Độ ẩm', 'vừa phải,', 'POS')]"
lau sạch.,['lau'],"[('lau', 'POS')]","[('lau', 'sạch.')]","[('lau', 'sạch.', 'POS')]"
Rất tiện để vệ sinh cho bé.,['vệ sinh'],"[('vệ sinh', 'POS')]","[('vệ sinh', 'Rất tiện')]","[('vệ sinh', 'Rất tiện', 'POS')]"
Cháo đặc hơn cháo tươi SG Food,['Cháo'],"[('Cháo', 'NEU')]","[('Cháo', 'đặc hơn')]","[('Cháo', 'đặc hơn', 'NEU')]"
vị không thơm bằng,['vị'],"[('vị', 'NEG')]","[('vị', 'không thơm bằng')]","[('vị', 'không thơm bằng', 'NEG')]"
"giá > 800k,",['giá'],"[('giá', 'NEU')]","[('giá', '> 800k,')]","[('giá', '> 800k,', 'NEU')]"
dùng đã hơn 1 năm,['dùng'],"[('dùng', 'NEU')]","[('dùng', 'đã hơn 1 năm')]","[('dùng', 'đã hơn 1 năm', 'NEU')]"
ổ này vừa tạch.,['ổ này'],"[('ổ này', 'NEG')]","[('ổ này', 'vừa tạch.')]","[('ổ này', 'vừa tạch.', 'NEG')]"
"dùng ko nhiều lắm,",['dùng'],"[('dùng', 'NEU')]","[('dùng', 'ko nhiều lắm,')]","[('dùng', 'ko nhiều lắm,', 'NEU')]"
chất lượng có vẻ ko tốt.,['chất lượng'],"[('chất lượng', 'NEG')]","[('chất lượng', 'ko tốt.')]","[('chất lượng', 'ko tốt.', 'NEG')]"
máy bị móp rõ to ở thân sau.,['máy'],"[('máy', 'NEG')]","[('máy', 'bị móp rõ to')]","[('máy', 'bị móp rõ to', 'NEG')]"
mất thời gian chờ hoàn đổi.,['hoàn đổi.'],"[('hoàn đổi.', 'NEG')]","[('hoàn đổi.', 'mất thời gian chờ')]","[('hoàn đổi.', 'mất thời gian chờ', 'NEG')]"
giao hàng nhanh,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh')]","[('giao hàng', 'nhanh', 'POS')]"
thu hồi cũng nhanh,['thu hồi'],"[('thu hồi', 'POS')]","[('thu hồi', 'nhanh')]","[('thu hồi', 'nhanh', 'POS')]"
"Áo đẹp giống hình,",['Áo'],"[('Áo', 'POS')]","[('Áo', 'đẹp giống hình,')]","[('Áo', 'đẹp giống hình,', 'POS')]"
"vải êm,",['vải'],"[('vải', 'POS')]","[('vải', 'êm,')]","[('vải', 'êm,', 'POS')]"
shipper thân thiện.,['shipper'],"[('shipper', 'POS')]","[('shipper', 'thân thiện.')]","[('shipper', 'thân thiện.', 'POS')]"
"mua 2 áo cùng một hình thì hơn buồn 😞😞,",['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'buồn')]","[('<IA>', 'buồn', 'NEG')]"
về chất lượng thì OK,['chất lượng'],"[('chất lượng', 'POS')]","[('chất lượng', 'OK')]","[('chất lượng', 'OK', 'POS')]"
hay.....................................................................................,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'hay.....................................................................................')]","[('<IA>', 'hay.....................................................................................', 'POS')]"
giao hàng nhanh,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh')]","[('giao hàng', 'nhanh', 'POS')]"
chất lượng sp tuyệt vời,['chất lượng sp'],"[('chất lượng sp', 'POS')]","[('chất lượng sp', 'tuyệt vời')]","[('chất lượng sp', 'tuyệt vời', 'POS')]"
"bộ sách 13 cuốn, rất hữu ích.","['bộ sách 13 cuốn,']","[('bộ sách 13 cuốn,', 'POS')]","[('bộ sách 13 cuốn,', 'rất hữu ích.')]","[('bộ sách 13 cuốn,', 'rất hữu ích.', 'POS')]"
Giao hàng nhanh,['Giao hàng'],"[('Giao hàng', 'POS')]","[('Giao hàng', 'nhanh')]","[('Giao hàng', 'nhanh', 'POS')]"
Bìa sách và giấy đều tốt,['Bìa sách và giấy'],"[('Bìa sách và giấy', 'POS')]","[('Bìa sách và giấy', 'tốt')]","[('Bìa sách và giấy', 'tốt', 'POS')]"
Chất lượng nhìn ko đc xịn cho lắm,['Chất lượng'],"[('Chất lượng', 'NEG')]","[('Chất lượng', 'ko đc xịn cho lắm')]","[('Chất lượng', 'ko đc xịn cho lắm', 'NEG')]"
treo dây lưng cũng ok.,['treo dây lưng'],"[('treo dây lưng', 'POS')]","[('treo dây lưng', 'cũng ok.')]","[('treo dây lưng', 'cũng ok.', 'POS')]"
Giay đẹp nhu hình,['Giay'],"[('Giay', 'POS')]","[('Giay', 'đẹp nhu hình')]","[('Giay', 'đẹp nhu hình', 'POS')]"
nhân viên giao hang vui tinh,['nhân viên giao hang'],"[('nhân viên giao hang', 'POS')]","[('nhân viên giao hang', 'vui tinh')]","[('nhân viên giao hang', 'vui tinh', 'POS')]"
"Đúng là đồ zỏm, chưa kịp viet đanh giá đã bị hư roi,",['đồ'],"[('đồ', 'NEG')]","[('đồ', 'zỏm,')]","[('đồ', 'zỏm,', 'NEG')]"
Đặt tiki nhưng do sự cố nên shop giao qua lazada.,['giao'],"[('giao', 'NEU')]","[('giao', 'sự cố')]","[('giao', 'sự cố', 'NEU')]"
"Đóng gói sản sp cẩn thận,",['Đóng gói'],"[('Đóng gói', 'POS')]","[('Đóng gói', 'cẩn thận,')]","[('Đóng gói', 'cẩn thận,', 'POS')]"
"saffron thơm mùi cỏ khô,",['saffron'],"[('saffron', 'POS')]","[('saffron', 'thơm mùi cỏ khô,')]","[('saffron', 'thơm mùi cỏ khô,', 'POS')]"
"cho vào nc ấm từ 10-15p ra màu vàng đẹp,",['màu vàng'],"[('màu vàng', 'POS')]","[('màu vàng', 'đẹp,')]","[('màu vàng', 'đẹp,', 'POS')]"
mình hài lòng về hình thức,['hình thức'],"[('hình thức', 'POS')]","[('hình thức', 'hài lòng')]","[('hình thức', 'hài lòng', 'POS')]"
công dụng dùng thời gian sau mới biết.,['công dụng'],"[('công dụng', 'NEU')]","[('công dụng', 'dùng thời gian sau mới biết.')]","[('công dụng', 'dùng thời gian sau mới biết.', 'NEU')]"
Thanks!,[],[],[],[]
"Màu mực đẹp,",['Màu mực'],"[('Màu mực', 'POS')]","[('Màu mực', 'đẹp,')]","[('Màu mực', 'đẹp,', 'POS')]"
"giá hợp lý,",['giá'],"[('giá', 'POS')]","[('giá', 'hợp lý,')]","[('giá', 'hợp lý,', 'POS')]"
Tiki giao hàng nhanh,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh')]","[('giao hàng', 'nhanh', 'POS')]"
Cảm ơn Tiki,[],[],[],[]
sốt này vị chua ko rõ.,['vị chua'],"[('vị chua', 'NEG')]","[('vị chua', 'ko rõ.')]","[('vị chua', 'ko rõ.', 'NEG')]"
Sp này thích hợp để nấu nướng hơn,['nấu nướng'],"[('nấu nướng', 'POS')]","[('nấu nướng', 'thích hợp')]","[('nấu nướng', 'thích hợp', 'POS')]"
"giao hàng rất nhanh,",['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'rất nhanh,')]","[('giao hàng', 'rất nhanh,', 'POS')]"
đúng sp đã đặt,['sp'],"[('sp', 'POS')]","[('sp', 'đúng')]","[('sp', 'đúng', 'POS')]"
gói hàng kỹ,['gói hàng'],"[('gói hàng', 'POS')]","[('gói hàng', 'kỹ')]","[('gói hàng', 'kỹ', 'POS')]"
"Tôi hài lòng về sản phẩm,","['sản phẩm,']","[('sản phẩm,', 'POS')]","[('sản phẩm,', 'hài lòng')]","[('sản phẩm,', 'hài lòng', 'POS')]"
"màu sắc, kích thước đều đáp ứng nhu cầu của tôi","['màu sắc,', 'kích thước']","[('màu sắc,', 'POS'), ('kích thước', 'POS')]","[('màu sắc,', 'đáp ứng nhu cầu'), ('kích thước', 'đáp ứng nhu cầu')]","[('màu sắc,', 'đáp ứng nhu cầu', 'POS'), ('kích thước', 'đáp ứng nhu cầu', 'POS')]"
sản phẩm đẹp,['sản phẩm'],"[('sản phẩm', 'POS')]","[('sản phẩm', 'đẹp')]","[('sản phẩm', 'đẹp', 'POS')]"
ly dày kg mỏng như ly thị trường,['ly'],"[('ly', 'POS')]","[('ly', 'dày kg mỏng')]","[('ly', 'dày kg mỏng', 'POS')]"
hàng đóng gói kĩ đẹp,['đóng gói'],"[('đóng gói', 'POS')]","[('đóng gói', 'kĩ đẹp')]","[('đóng gói', 'kĩ đẹp', 'POS')]"
Hàng tốt,['Hàng'],"[('Hàng', 'POS')]","[('Hàng', 'tốt')]","[('Hàng', 'tốt', 'POS')]"
sẽ ủng hộ shop,['shop'],"[('shop', 'POS')]","[('shop', 'sẽ ủng hộ')]","[('shop', 'sẽ ủng hộ', 'POS')]"
"miếng dán thiếu đầu lòi đuôi,",['miếng dán'],"[('miếng dán', 'NEG')]","[('miếng dán', 'thiếu đầu lòi đuôi,')]","[('miếng dán', 'thiếu đầu lòi đuôi,', 'NEG')]"
miếng dán camera thì k đục lỗ,['miếng dán camera'],"[('miếng dán camera', 'NEG')]","[('miếng dán camera', 'k đục lỗ')]","[('miếng dán camera', 'k đục lỗ', 'NEG')]"
dán thì che luôn camera,['dán'],"[('dán', 'NEG')]","[('dán', 'che luôn camera')]","[('dán', 'che luôn camera', 'NEG')]"
hàng bị lổi,['hàng'],"[('hàng', 'NEG')]","[('hàng', 'bị lổi')]","[('hàng', 'bị lổi', 'NEG')]"
sạc k đc,['sạc'],"[('sạc', 'NEG')]","[('sạc', 'k đc')]","[('sạc', 'k đc', 'NEG')]"
nhờ tiki coi lại có thể đổi trả lại k ạ,['tiki'],"[('tiki', 'NEU')]","[('tiki', 'nhờ tiki coi lại có thể đổi trả lại k ạ')]","[('tiki', 'nhờ tiki coi lại có thể đổi trả lại k ạ', 'NEU')]"
nó tự chạm mặt,[],[],[],[]
sạc k được,['sạc'],"[('sạc', 'NEG')]","[('sạc', 'k được')]","[('sạc', 'k được', 'NEG')]"
Rất tốt khi em bé nhà mình dùng sữa nhật này.,['dùng sữa nhật này.'],"[('dùng sữa nhật này.', 'POS')]","[('dùng sữa nhật này.', 'Rất tốt')]","[('dùng sữa nhật này.', 'Rất tốt', 'POS')]"
giao hàng nhanh.,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh.')]","[('giao hàng', 'nhanh.', 'POS')]"
check mã vạch thấy đúng sản phẩm.,['sản phẩm.'],"[('sản phẩm.', 'POS')]","[('sản phẩm.', 'đúng')]","[('sản phẩm.', 'đúng', 'POS')]"
chất lượng thì chưa trải nghiệm,['chất lượng'],"[('chất lượng', 'NEU')]","[('chất lượng', 'chưa trải nghiệm')]","[('chất lượng', 'chưa trải nghiệm', 'NEU')]"
da mình khá nhạy cảm dùng vẫn khá ổn,['dùng'],"[('dùng', 'POS')]","[('dùng', 'khá ổn')]","[('dùng', 'khá ổn', 'POS')]"
giặt sạch,['giặt'],"[('giặt', 'POS')]","[('giặt', 'sạch')]","[('giặt', 'sạch', 'POS')]"
dễ dùng,['dùng'],"[('dùng', 'POS')]","[('dùng', 'dễ')]","[('dùng', 'dễ', 'POS')]"
tiết kiệm,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'tiết kiệm')]","[('<IA>', 'tiết kiệm', 'POS')]"
hiêu quả cao,['hiêu quả'],"[('hiêu quả', 'POS')]","[('hiêu quả', 'cao')]","[('hiêu quả', 'cao', 'POS')]"
giá cả phải chăng,['giá cả'],"[('giá cả', 'POS')]","[('giá cả', 'phải chăng')]","[('giá cả', 'phải chăng', 'POS')]"
Một cuốn sách hay,['sách'],"[('sách', 'POS')]","[('sách', 'hay')]","[('sách', 'hay', 'POS')]"
"thiết kế bìa đẹp mắt,",['thiết kế bìa'],"[('thiết kế bìa', 'POS')]","[('thiết kế bìa', 'đẹp mắt,')]","[('thiết kế bìa', 'đẹp mắt,', 'POS')]"
tác phẩm không nên bỏ lỡ,['tác phẩm'],"[('tác phẩm', 'POS')]","[('tác phẩm', 'không nên bỏ lỡ')]","[('tác phẩm', 'không nên bỏ lỡ', 'POS')]"
"hài lòng,",['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'hài lòng,')]","[('<IA>', 'hài lòng,', 'POS')]"
"cho 5 sao,",['<IA>'],"[('<IA>', 'POS')]","[('<IA>', '5 sao,')]","[('<IA>', '5 sao,', 'POS')]"
"tuy tìm hiểu hết các chức năng,",[],[],[],[]
"giặt êm,",['giặt'],"[('giặt', 'POS')]","[('giặt', 'êm,')]","[('giặt', 'êm,', 'POS')]"
tiết kiêm nước.,['nước.'],"[('nước.', 'POS')]","[('nước.', 'tiết kiêm')]","[('nước.', 'tiết kiêm', 'POS')]"
"Sản phẩm tốt,",['Sản phẩm'],"[('Sản phẩm', 'POS')]","[('Sản phẩm', 'tốt,')]","[('Sản phẩm', 'tốt,', 'POS')]"
"không bị dính xơ bông khi sử dụng,","['sử dụng,']","[('sử dụng,', 'POS')]","[('sử dụng,', 'không bị dính xơ bông')]","[('sử dụng,', 'không bị dính xơ bông', 'POS')]"
"giá rẻ và tiết kiệm,",['giá'],"[('giá', 'POS')]","[('giá', 'rẻ và tiết kiệm,')]","[('giá', 'rẻ và tiết kiệm,', 'POS')]"
"Giao hàng nhanh, gói hàng đẹp, cẩn thận.","['Giao hàng', 'gói hàng']","[('Giao hàng', 'POS'), ('gói hàng', 'POS')]","[('Giao hàng', 'nhanh, gói hàng đẹp, cẩn thận.'), ('gói hàng', 'nhanh, gói hàng đẹp, cẩn thận.')]","[('Giao hàng', 'nhanh, gói hàng đẹp, cẩn thận.', 'POS'), ('gói hàng', 'nhanh, gói hàng đẹp, cẩn thận.', 'POS')]"
Dùng sản phẩm hết hai hộp nhưng không khả quan,['Dùng sản phẩm'],"[('Dùng sản phẩm', 'NEG')]","[('Dùng sản phẩm', 'không khả quan')]","[('Dùng sản phẩm', 'không khả quan', 'NEG')]"
"chất liệu vải cứng,",['chất liệu vải'],"[('chất liệu vải', 'NEG')]","[('chất liệu vải', 'cứng,')]","[('chất liệu vải', 'cứng,', 'NEG')]"
phù hợp với giá tiền.,['giá tiền.'],"[('giá tiền.', 'POS')]","[('giá tiền.', 'phù hợp')]","[('giá tiền.', 'phù hợp', 'POS')]"
Tiền nào của đó.,[],[],[],[]
giới thiệu vàng 18k mà mua về là s923,['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'giới thiệu vàng 18k mà mua về là s923')]","[('<IA>', 'giới thiệu vàng 18k mà mua về là s923', 'NEG')]"
Uy tín kiểu gì vậy,['Uy tín'],"[('Uy tín', 'NEG')]","[('Uy tín', 'kiểu gì vậy')]","[('Uy tín', 'kiểu gì vậy', 'NEG')]"
giao hàng nhanh.,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh.')]","[('giao hàng', 'nhanh.', 'POS')]"
sp chính hãng.,['sp'],"[('sp', 'POS')]","[('sp', 'chính hãng.')]","[('sp', 'chính hãng.', 'POS')]"
đầy đủ phiên âm quốc tế,['phiên âm quốc tế'],"[('phiên âm quốc tế', 'POS')]","[('phiên âm quốc tế', 'đầy đủ')]","[('phiên âm quốc tế', 'đầy đủ', 'POS')]"
rất tốt vs giá.,['giá.'],"[('giá.', 'POS')]","[('giá.', 'rất tốt')]","[('giá.', 'rất tốt', 'POS')]"
nóng nhanh.,['nóng'],"[('nóng', 'POS')]","[('nóng', 'nhanh.')]","[('nóng', 'nhanh.', 'POS')]"
free ship,['ship'],"[('ship', 'POS')]","[('ship', 'free')]","[('ship', 'free', 'POS')]"
rẻ đc khoảng 50k,[],[],[],[]
Giày đẹp,['Giày'],"[('Giày', 'POS')]","[('Giày', 'đẹp')]","[('Giày', 'đẹp', 'POS')]"
giao hàng nhanh,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh')]","[('giao hàng', 'nhanh', 'POS')]"
đóng goi cẩn thận,['đóng goi'],"[('đóng goi', 'POS')]","[('đóng goi', 'cẩn thận')]","[('đóng goi', 'cẩn thận', 'POS')]"
