text,aspects,aspect_sentiment_pairs,aspect_opinion_pairs,triplets
"Thời gian giao hàng siêu nhanh, giá rẻ hơn mua ngoài, hàng chính hãng, máy mới tinh không bị trầy xước. Tem bảo hành nguyên vẹn","['Thời gian giao hàng', 'giá', 'hàng', 'máy', 'Tem bảo hành']","[('Thời gian giao hàng', 'POS'), ('giá', 'POS'), ('hàng', 'POS'), ('máy', 'POS'), ('Tem bảo hành', 'POS')]","[('Thời gian giao hàng', 'siêu nhanh,'), ('giá', 'rẻ hơn mua ngoài,'), ('hàng', 'chính hãng,'), ('máy', 'mới tinh không bị trầy xước.'), ('Tem bảo hành', 'nguyên')]","[('Thời gian giao hàng', 'siêu nhanh,', 'POS'), ('giá', 'rẻ hơn mua ngoài,', 'POS'), ('hàng', 'chính hãng,', 'POS'), ('máy', 'mới tinh không bị trầy xước.', 'POS'), ('Tem bảo hành', 'nguyên', 'POS')]"
"Sản phẩm như hình, đóng gói rất ổn, giao hàng nhanh","['Sản phẩm', 'đóng gói', 'giao hàng']","[('Sản phẩm', 'POS'), ('đóng gói', 'POS'), ('giao hàng', 'POS')]","[('Sản phẩm', 'như hình,'), ('đóng gói', 'rất ổn,'), ('giao hàng', 'nhanh')]","[('Sản phẩm', 'như hình,', 'POS'), ('đóng gói', 'rất ổn,', 'POS'), ('giao hàng', 'nhanh', 'POS')]"
"Sản phẩm tốt, đường kính phù hợp, chất lượng cao giúp kéo dài cuộc vui. 😊","['Sản phẩm', 'đường kính', 'chất lượng']","[('Sản phẩm', 'POS'), ('đường kính', 'POS'), ('chất lượng', 'POS')]","[('Sản phẩm', 'tốt,'), ('đường kính', 'phù hợp,'), ('chất lượng', 'cao')]","[('Sản phẩm', 'tốt,', 'POS'), ('đường kính', 'phù hợp,', 'POS'), ('chất lượng', 'cao', 'POS')]"
"Chuồng đẹp, miu nhà mình rất thích vô chuồng nằm, giá phải chăng","['Chuồng', '<IA>', 'giá']","[('Chuồng', 'POS'), ('<IA>', 'POS'), ('giá', 'POS')]","[('Chuồng', 'đẹp,'), ('<IA>', 'rất thích'), ('giá', 'phải chăng')]","[('Chuồng', 'đẹp,', 'POS'), ('<IA>', 'rất thích', 'POS'), ('giá', 'phải chăng', 'POS')]"
"Sản phẩm chất lượng, màu sắc đẹp hình 3D nổi bật các bé rất thích. Giá rẻ hơn bên ngoài nhiều, giao hàng nhanh. Cảm ơn tiki nhiều.","['Sản phẩm', 'màu sắc', 'hình 3D', 'Giá', 'giao hàng']","[('Sản phẩm', 'POS'), ('màu sắc', 'POS'), ('hình 3D', 'POS'), ('Giá', 'POS'), ('giao hàng', 'POS')]","[('Sản phẩm', 'chất lượng,'), ('màu sắc', 'đẹp'), ('hình 3D', 'nổi bật'), ('Giá', 'rẻ hơn bên ngoài nhiều,'), ('giao hàng', 'nhanh.')]","[('Sản phẩm', 'chất lượng,', 'POS'), ('màu sắc', 'đẹp', 'POS'), ('hình 3D', 'nổi bật', 'POS'), ('Giá', 'rẻ hơn bên ngoài nhiều,', 'POS'), ('giao hàng', 'nhanh.', 'POS')]"
"Nivea có mùi hương thơm quyến rủ, xài mềm mịn da. Trắng da thì chưa thấy","['mùi hương', 'xài', 'Trắng da']","[('mùi hương', 'POS'), ('xài', 'POS'), ('Trắng da', 'NEU')]","[('mùi hương', 'thơm quyến rủ,'), ('xài', 'mềm mịn da.'), ('Trắng da', 'chưa thấy')]","[('mùi hương', 'thơm quyến rủ,', 'POS'), ('xài', 'mềm mịn da.', 'POS'), ('Trắng da', 'chưa thấy', 'NEU')]"
ưng í sản phẩm. mong chất lượng luôn đc ưu tiên số 1,"['sản phẩm.', 'chất lượng']","[('sản phẩm.', 'POS'), ('chất lượng', 'NEU')]","[('sản phẩm.', 'ưng í'), ('chất lượng', '<IO>')]","[('sản phẩm.', 'ưng í', 'POS'), ('chất lượng', '<IO>', 'NEU')]"
"Tôi đã bị cuốn hút vào nó cho tới 2 giờ sáng. Chỉ tự nhủ, mỗi tối tranh thủ đọc 30 trang thôi nhé, nhưng thực sự tôi bị cuốn hút bởi sự hấp dẫn của nó. Chính vì vậy với tôi những lỗi về chính tả hay chất lượng sách không hề hấn gì với tôi. Nó thực sự là 1 cuốn tiểu thuyết nên đọc. Hai cuộc đời, hai số phận, đầy thăng trầm và biến cố. Tôi yêu mến cả hai nhân vật. Một Abel bản lĩnh, mạnh mẽ, sẵn sàng đương đầu với mọi thử thách, & đặc biệt với  William, 1 cậu bé thông minh từ trong trứng, tự lập từ nhỏ, độc lập về tài chính & đứng dậy hiên ngang sau mỗi lần vấp ngã. Giá như cả 2 có được sự độ lượng bao dung với nhau, dẹp bỏ lòng hận thù thì có thể  sẽ là  1 điều tuyệt diệu....","['nó.', 'cuốn tiểu thuyết']","[('nó.', 'POS'), ('cuốn tiểu thuyết', 'POS')]","[('nó.', 'cuốn hút bởi sự hấp dẫn của'), ('cuốn tiểu thuyết', 'nên đọc.')]","[('nó.', 'cuốn hút bởi sự hấp dẫn của', 'POS'), ('cuốn tiểu thuyết', 'nên đọc.', 'POS')]"
rất hài lòng về sản phẩm. đúng mẩu. minh cao 1.52m mặt vừa y luôn,"['sản phẩm.', '<IA>', 'mặt']","[('sản phẩm.', 'POS'), ('<IA>', 'POS'), ('mặt', 'POS')]","[('sản phẩm.', 'rất hài lòng'), ('<IA>', 'đúng mẩu.'), ('mặt', 'vừa y luôn')]","[('sản phẩm.', 'rất hài lòng', 'POS'), ('<IA>', 'đúng mẩu.', 'POS'), ('mặt', 'vừa y luôn', 'POS')]"
Dễ thương với đẹp lắm lắm nha,[],[],[],[]
sách có rất nhiều study tip hay nên e rất hài lòng luon ạ,"['sách', '<IA>']","[('sách', 'POS'), ('<IA>', 'POS')]","[('sách', 'có rất nhiều study tip hay'), ('<IA>', 'rất hài lòng')]","[('sách', 'có rất nhiều study tip hay', 'POS'), ('<IA>', 'rất hài lòng', 'POS')]"
"Chất vải ok so với giá tiền, đóng gói cản thận, mặc giữ ấm được cho bé","['Chất vải', 'giá tiền,', 'đóng gói', 'mặc']","[('Chất vải', 'POS'), ('giá tiền,', 'POS'), ('đóng gói', 'POS'), ('mặc', 'POS')]","[('Chất vải', '<IO>'), ('giá tiền,', 'ok'), ('đóng gói', 'cản thận,'), ('mặc', 'giữ ấm được')]","[('Chất vải', '<IO>', 'POS'), ('giá tiền,', 'ok', 'POS'), ('đóng gói', 'cản thận,', 'POS'), ('mặc', 'giữ ấm được', 'POS')]"
"rất tốn điện, nhưng rất đẹp giao hàng đúng mẫu. Rất cần thiết cho sinh hoạt hằng ngày. Cảm ơn shop nhiều lắm!","['<IA>', '<IA>', 'giao hàng', '<IA>', 'shop']","[('<IA>', 'NEG'), ('<IA>', 'POS'), ('giao hàng', 'POS'), ('<IA>', 'POS'), ('shop', 'POS')]","[('<IA>', 'rất tốn điện,'), ('<IA>', 'rất đẹp'), ('giao hàng', 'đúng mẫu.'), ('<IA>', 'Rất cần thiết cho sinh hoạt hằng ngày.'), ('shop', 'Cảm ơn')]","[('<IA>', 'rất tốn điện,', 'NEG'), ('<IA>', 'rất đẹp', 'POS'), ('giao hàng', 'đúng mẫu.', 'POS'), ('<IA>', 'Rất cần thiết cho sinh hoạt hằng ngày.', 'POS'), ('shop', 'Cảm ơn', 'POS')]"
"Hương thơm rất vừa vặn, tóc sau khi gội khá ẩm và mượt. Tiki giao hàng ngoại thành quá lâu.","['Hương', 'tóc', 'giao hàng']","[('Hương', 'POS'), ('tóc', 'POS'), ('giao hàng', 'NEG')]","[('Hương', 'thơm rất vừa vặn,'), ('tóc', 'khá ẩm và mượt.'), ('giao hàng', 'quá lâu.')]","[('Hương', 'thơm rất vừa vặn,', 'POS'), ('tóc', 'khá ẩm và mượt.', 'POS'), ('giao hàng', 'quá lâu.', 'NEG')]"
"hàng đóng gói kĩ cần , sài thì rất êm , giá thành hộp lí 😊","['hàng đóng gói', 'sài', 'giá thành']","[('hàng đóng gói', 'POS'), ('sài', 'POS'), ('giá thành', 'POS')]","[('hàng đóng gói', 'kĩ cần'), ('sài', 'rất êm'), ('giá thành', 'hộp lí')]","[('hàng đóng gói', 'kĩ cần', 'POS'), ('sài', 'rất êm', 'POS'), ('giá thành', 'hộp lí', 'POS')]"
Thật sự hài lòng khi cầm quyển sách trên tay . không 1 tì vết sẽ tiếp tục ủng hộ lâu dài,['quyển sách'],"[('quyển sách', 'POS')]","[('quyển sách', 'Thật sự hài lòng')]","[('quyển sách', 'Thật sự hài lòng', 'POS')]"
"Tôi đã nhận được hàng ti ki giao hàng nhanh hàng đẹp và rất vừa vặn, tôi rất hài lòng về sản phẩm này cảm ơn ti ki nhiều tôi luôn luôn đồng hành cùng với ti ki","['nhận được hàng', 'giao hàng', 'hàng', 'hàng', 'sản phẩm']","[('nhận được hàng', 'NEU'), ('giao hàng', 'POS'), ('hàng', 'POS'), ('hàng', 'POS'), ('sản phẩm', 'POS')]","[('nhận được hàng', '<IO>'), ('giao hàng', 'nhanh'), ('hàng', 'đẹp'), ('hàng', 'rất vừa vặn,'), ('sản phẩm', 'rất hài lòng')]","[('nhận được hàng', '<IO>', 'NEU'), ('giao hàng', 'nhanh', 'POS'), ('hàng', 'đẹp', 'POS'), ('hàng', 'rất vừa vặn,', 'POS'), ('sản phẩm', 'rất hài lòng', 'POS')]"
rẻ đẹp nè tiki dụng chắc chắn lắm nhìn ok chưa xài nhưng vẫn cho 4 sao,"['<IA>', '<IA>', '<IA>', '<IA>', 'xài']","[('<IA>', 'POS'), ('<IA>', 'POS'), ('<IA>', 'POS'), ('<IA>', 'POS'), ('xài', 'NEU')]","[('<IA>', 'rẻ'), ('<IA>', 'đẹp'), ('<IA>', 'chắc chắn lắm'), ('<IA>', 'ok'), ('xài', 'chưa')]","[('<IA>', 'rẻ', 'POS'), ('<IA>', 'đẹp', 'POS'), ('<IA>', 'chắc chắn lắm', 'POS'), ('<IA>', 'ok', 'POS'), ('xài', 'chưa', 'NEU')]"
"Ngoại hình đẹp, chất lượng sản phẩm tốt, giá thành trên chất lượng rẻ","['Ngoại hình', 'chất lượng sản phẩm', 'giá thành']","[('Ngoại hình', 'POS'), ('chất lượng sản phẩm', 'POS'), ('giá thành', 'POS')]","[('Ngoại hình', 'đẹp,'), ('chất lượng sản phẩm', 'tốt,'), ('giá thành', 'rẻ')]","[('Ngoại hình', 'đẹp,', 'POS'), ('chất lượng sản phẩm', 'tốt,', 'POS'), ('giá thành', 'rẻ', 'POS')]"
"Sản phẩm xài rất được, chỉ có điều là hơi cứng để lấy trớn đưa vào, dễ bị đứt câp nếu không cẩn thận",['xài'],"[('xài', 'POS')]","[('xài', 'rất được,')]","[('xài', 'rất được,', 'POS')]"
Tại sao giới thiệu vàng 18k mà mua về là s923 là sao. Uy tín kiểu gì vậy,"['<IA>', 'Uy tín']","[('<IA>', 'NEG'), ('Uy tín', 'NEG')]","[('<IA>', 'giới thiệu vàng 18k mà mua về là s923'), ('Uy tín', 'kiểu gì vậy')]","[('<IA>', 'giới thiệu vàng 18k mà mua về là s923', 'NEG'), ('Uy tín', 'kiểu gì vậy', 'NEG')]"
S/p đúng như mô tả. Huong thơm mùi quế và 🍋. Không đậm đặc lắm,"['S/p', 'Huong']","[('S/p', 'POS'), ('Huong', 'POS')]","[('S/p', 'đúng như mô tả.'), ('Huong', 'thơm')]","[('S/p', 'đúng như mô tả.', 'POS'), ('Huong', 'thơm', 'POS')]"
"Rất dễ học, có điều clip có chất lượng hình ảnh và âm thanh quá kém","['chất lượng hình ảnh', 'âm thanh']","[('chất lượng hình ảnh', 'NEG'), ('âm thanh', 'NEG')]","[('chất lượng hình ảnh', 'quá kém'), ('âm thanh', 'quá kém')]","[('chất lượng hình ảnh', 'quá kém', 'NEG'), ('âm thanh', 'quá kém', 'NEG')]"
tôi rất hài lòng về sản phẩm này . mọi người chơi xe nên tìm mua 🌸🌸🌸🌸🌸,['sản phẩm này'],"[('sản phẩm này', 'POS')]","[('sản phẩm này', 'rất hài lòng')]","[('sản phẩm này', 'rất hài lòng', 'POS')]"
"Sản phẩm mới, tiện dụng. túi đựng đẹp, dễ thương!!","['Sản phẩm', '<IA>', 'túi đựng']","[('Sản phẩm', 'POS'), ('<IA>', 'POS'), ('túi đựng', 'POS')]","[('Sản phẩm', 'mới,'), ('<IA>', 'tiện dụng.'), ('túi đựng', 'đẹp, dễ thương!!')]","[('Sản phẩm', 'mới,', 'POS'), ('<IA>', 'tiện dụng.', 'POS'), ('túi đựng', 'đẹp, dễ thương!!', 'POS')]"
"Giao hàng nhanh. Bình đẹp, màu sắc đúng như hình ảnh, giữ nhiệt tốt.","['Giao hàng', 'Bình', 'màu sắc', 'giữ nhiệt']","[('Giao hàng', 'POS'), ('Bình', 'POS'), ('màu sắc', 'POS'), ('giữ nhiệt', 'POS')]","[('Giao hàng', 'nhanh.'), ('Bình', 'đẹp,'), ('màu sắc', 'đúng như hình ảnh,'), ('giữ nhiệt', 'tốt.')]","[('Giao hàng', 'nhanh.', 'POS'), ('Bình', 'đẹp,', 'POS'), ('màu sắc', 'đúng như hình ảnh,', 'POS'), ('giữ nhiệt', 'tốt.', 'POS')]"
"San pham nhu mong doi, khong qua nhieu bot, khong bi rich va de dang sach bang nuoc. Mui thom de chiu. Phu hop su dung cho em be. Gia ca cung tuong dong voi cac trang web khac. Cam thay hai long.","['San pham', 'bot,', 'Mui', 'su dung', 'Gia ca']","[('San pham', 'POS'), ('bot,', 'POS'), ('Mui', 'POS'), ('su dung', 'POS'), ('Gia ca', 'NEU')]","[('San pham', 'nhu mong doi,'), ('bot,', 'khong qua nhieu'), ('Mui', 'thom de chiu.'), ('su dung', 'Phu hop'), ('Gia ca', 'tuong dong voi cac trang web khac.')]","[('San pham', 'nhu mong doi,', 'POS'), ('bot,', 'khong qua nhieu', 'POS'), ('Mui', 'thom de chiu.', 'POS'), ('su dung', 'Phu hop', 'POS'), ('Gia ca', 'tuong dong voi cac trang web khac.', 'NEU')]"
"có hộp y hình, bo cong 2.5D, ko che vào đâu đc mượt mà","['hộp', 'bo cong 2.5D,', '<IA>', '<IA>']","[('hộp', 'POS'), ('bo cong 2.5D,', 'NEU'), ('<IA>', 'POS'), ('<IA>', 'POS')]","[('hộp', 'y hình,'), ('bo cong 2.5D,', '<IO>'), ('<IA>', 'ko che'), ('<IA>', 'mượt mà')]","[('hộp', 'y hình,', 'POS'), ('bo cong 2.5D,', '<IO>', 'NEU'), ('<IA>', 'ko che', 'POS'), ('<IA>', 'mượt mà', 'POS')]"
"K bàn đến nội dung sách, chỉ nói về chất lượng dịch vụ thôi à. Hẹn t2 tuân sau giao mà t2 tuần này đã thấy có hàng rùi. Sách đc bọc màng co cẩn thận, bọc thêm lớp giấy bóng cực kỳ chỉn chu. Thấy nhà cung cấp là fahasa, thử mua xem, mác quá bất ngờ về phong cách dịch vụ, hơn tiki hàng trăm lần.","['Sách', 'bọc', 'bất ngờ về phong']","[('Sách', 'POS'), ('bọc', 'POS'), ('bất ngờ về phong', 'POS')]","[('Sách', 'đc bọc màng co cẩn thận,'), ('bọc', 'kỳ chỉn chu.'), ('bất ngờ về phong', 'mác quá')]","[('Sách', 'đc bọc màng co cẩn thận,', 'POS'), ('bọc', 'kỳ chỉn chu.', 'POS'), ('bất ngờ về phong', 'mác quá', 'POS')]"
"Tiki giao hàng khá nhanh. Bình xinh, cầm vừa tay. Test thử thì không thấy rỉ nước, không đổ mồ hôi nhưng giữ lạnh tạm ổn thôi chứ không tới 24h như nsx đăng đâu :))))))","['Tiki giao hàng', 'Bình', 'cầm', 'rỉ nước,', 'đổ mồ hôi', 'giữ lạnh']","[('Tiki giao hàng', 'POS'), ('Bình', 'POS'), ('cầm', 'POS'), ('rỉ nước,', 'POS'), ('đổ mồ hôi', 'POS'), ('giữ lạnh', 'NEU')]","[('Tiki giao hàng', 'khá nhanh.'), ('Bình', 'xinh,'), ('cầm', 'vừa tay.'), ('rỉ nước,', 'không thấy'), ('đổ mồ hôi', 'không'), ('giữ lạnh', 'tạm ổn thôi chứ không tới 24h như nsx đăng đâu')]","[('Tiki giao hàng', 'khá nhanh.', 'POS'), ('Bình', 'xinh,', 'POS'), ('cầm', 'vừa tay.', 'POS'), ('rỉ nước,', 'không thấy', 'POS'), ('đổ mồ hôi', 'không', 'POS'), ('giữ lạnh', 'tạm ổn thôi chứ không tới 24h như nsx đăng đâu', 'NEU')]"
"Okay, sản phẩm dùng tốt, dễ chịu. giao rất nhanh - cám ơn tuki","['<IA>', 'dùng', 'giao']","[('<IA>', 'POS'), ('dùng', 'POS'), ('giao', 'POS')]","[('<IA>', 'Okay,'), ('dùng', 'tốt, dễ chịu.'), ('giao', 'rất nhanh')]","[('<IA>', 'Okay,', 'POS'), ('dùng', 'tốt, dễ chịu.', 'POS'), ('giao', 'rất nhanh', 'POS')]"
Mình mua dc 1 tháng 2 ngày sau thì bị lỗi thế này. Xoá ko hết dc.  Khi ấn nút xoá xong thì chỉ ẩn đi 1 chút so với nét viết ban đầu. Mình khẳng định là mình dùng rất giữ gìn ko hề quăng quật nhé,"['Xoá', 'ấn nút xoá']","[('Xoá', 'NEG'), ('ấn nút xoá', 'NEG')]","[('Xoá', 'ko hết dc.'), ('ấn nút xoá', 'chỉ ẩn đi 1 chút so với nét viết ban đầu.')]","[('Xoá', 'ko hết dc.', 'NEG'), ('ấn nút xoá', 'chỉ ẩn đi 1 chút so với nét viết ban đầu.', 'NEG')]"
"Giao hàng nhanh, đóng gói đẹp. Sẽ tiếp tục ủng hộ Tiki.","['Giao hàng', 'Giao hàng', 'đóng gói', 'đóng gói']","[('Giao hàng', 'POS'), ('Giao hàng', 'POS'), ('đóng gói', 'POS'), ('đóng gói', 'POS')]","[('Giao hàng', 'nhanh,'), ('Giao hàng', 'đẹp.'), ('đóng gói', 'nhanh,'), ('đóng gói', 'đẹp.')]","[('Giao hàng', 'nhanh,', 'POS'), ('Giao hàng', 'đẹp.', 'POS'), ('đóng gói', 'nhanh,', 'POS'), ('đóng gói', 'đẹp.', 'POS')]"
"Khá dễ dùng, trông đẹp . Tuy nhiên vỏ bút là vỏ nhựa chứ k phải kim loại như m nghĩ!","['dùng,', '<IA>', 'vỏ bút', 'nghĩ!']","[('dùng,', 'POS'), ('<IA>', 'POS'), ('vỏ bút', 'NEU'), ('nghĩ!', 'NEU')]","[('dùng,', 'Khá dễ'), ('<IA>', 'trông đẹp'), ('vỏ bút', 'vỏ nhựa chứ k phải kim loại'), ('nghĩ!', 'vỏ nhựa chứ k phải kim loại')]","[('dùng,', 'Khá dễ', 'POS'), ('<IA>', 'trông đẹp', 'POS'), ('vỏ bút', 'vỏ nhựa chứ k phải kim loại', 'NEU'), ('nghĩ!', 'vỏ nhựa chứ k phải kim loại', 'NEU')]"
"hàng về nhanh, đang giảm giá nên siêu rẻ luôn á, hàng mới toanh. Năm sao không nói nhiều ^^","['hàng về', 'giá', 'hàng', '<IA>']","[('hàng về', 'POS'), ('giá', 'POS'), ('hàng', 'POS'), ('<IA>', 'POS')]","[('hàng về', 'nhanh,'), ('giá', 'siêu rẻ'), ('hàng', 'mới toanh.'), ('<IA>', 'Năm sao')]","[('hàng về', 'nhanh,', 'POS'), ('giá', 'siêu rẻ', 'POS'), ('hàng', 'mới toanh.', 'POS'), ('<IA>', 'Năm sao', 'POS')]"
Chất lượng tốt hàng chuẩn auth đóng gói siêu kĩ. Giá lại cực hời. Sẽ còn ủng hộ,"['Chất lượng', 'đóng gói', 'Giá']","[('Chất lượng', 'POS'), ('đóng gói', 'POS'), ('Giá', 'POS')]","[('Chất lượng', 'tốt'), ('đóng gói', 'siêu kĩ.'), ('Giá', 'cực hời.')]","[('Chất lượng', 'tốt', 'POS'), ('đóng gói', 'siêu kĩ.', 'POS'), ('Giá', 'cực hời.', 'POS')]"
"Hàng thấm hút tốt, tả chất lượng, nhưng nhược điểm là ko có lưng thun nên gây cảm giác ko thoải mái cho bé khi sd","['thấm hút', 'tả', 'lưng thun', 'sd']","[('thấm hút', 'POS'), ('tả', 'POS'), ('lưng thun', 'NEG'), ('sd', 'NEG')]","[('thấm hút', 'tốt,'), ('tả', 'chất lượng,'), ('lưng thun', 'ko có'), ('sd', 'ko thoải mái')]","[('thấm hút', 'tốt,', 'POS'), ('tả', 'chất lượng,', 'POS'), ('lưng thun', 'ko có', 'NEG'), ('sd', 'ko thoải mái', 'NEG')]"
"Bút vỏ nhựa, cầm chắc tay, đầu usb kết nối có nam châm hút vào trong bút nên ko sợ rơi rớt, phím chức năng đều rất ổn. Ngoài ra còn có thêm túi vải rút đựng bút nữa. Đối với mình sản phẩm ổn để sử dụng rồi.","['cầm', 'đầu usb kết nối có nam châm hút', 'phím chức năng', 'sản phẩm']","[('cầm', 'POS'), ('đầu usb kết nối có nam châm hút', 'POS'), ('phím chức năng', 'POS'), ('sản phẩm', 'POS')]","[('cầm', 'chắc tay,'), ('đầu usb kết nối có nam châm hút', 'ko sợ rơi rớt,'), ('phím chức năng', 'rất ổn.'), ('sản phẩm', 'ổn')]","[('cầm', 'chắc tay,', 'POS'), ('đầu usb kết nối có nam châm hút', 'ko sợ rơi rớt,', 'POS'), ('phím chức năng', 'rất ổn.', 'POS'), ('sản phẩm', 'ổn', 'POS')]"
"Uống 2 gói mỗi ngày, thấy thanh hẳn ra, không hề bị mệt như mấy cái sản phẩm giảm cân khác, rất ok","['Uống', '<IA>']","[('Uống', 'POS'), ('<IA>', 'POS')]","[('Uống', 'thanh hẳn ra, không hề bị mệt'), ('<IA>', 'rất ok')]","[('Uống', 'thanh hẳn ra, không hề bị mệt', 'POS'), ('<IA>', 'rất ok', 'POS')]"
chất vải cũng bình thường thôi so với giá tiền như vậy.,"['chất vải', 'giá tiền']","[('chất vải', 'NEU'), ('giá tiền', 'NEU')]","[('chất vải', 'bình thường thôi so với'), ('giá tiền', 'bình thường thôi so với')]","[('chất vải', 'bình thường thôi so với', 'NEU'), ('giá tiền', 'bình thường thôi so với', 'NEU')]"
"Nhang thơm dễ chịu, sẽ tiếp tục ủng hộ. Hàng giống như miêu tả","['Nhang', 'Hàng']","[('Nhang', 'POS'), ('Hàng', 'POS')]","[('Nhang', 'thơm dễ chịu,'), ('Hàng', 'giống như miêu tả')]","[('Nhang', 'thơm dễ chịu,', 'POS'), ('Hàng', 'giống như miêu tả', 'POS')]"
bản dịch chất lượngsách đẹpbìa đẹpbản dịch chất lượngsách đẹpbìa đẹp,"['bản dịch', 'dịch']","[('bản dịch', 'POS'), ('dịch', 'POS')]","[('bản dịch', 'chất lượngsách'), ('dịch', 'chất lượngsách')]","[('bản dịch', 'chất lượngsách', 'POS'), ('dịch', 'chất lượngsách', 'POS')]"
Tôi đặt mua sản phẩm là Elmich EL3140 2353140 nhưng tiki lại giao hàng là Smarkcook SM3140. Mong tiki sớm liên hệ để đổi lại hàng giúp tôi. Thanks. Mặc dù đã đọc nhận xét thấy có ng mua trước bị như vậy rồi nhưng tôi nghĩ Tiki đã rút kinh nghiệm. Tuy nhiên vẫn có tình trạng vậy. Tôi thường xuyên mua hàng và tin tưởng Tiki nhưng như này thị thật đáng thất vọng. Hy vọng Tiki gửi hàng đúng như quảng cáo. Nếu là nồi SM thì nên để mô tả là nồi SM chứ không phải mô tả là EL lại bán SM như này...,"['giao hàng', 'vọng Tiki']","[('giao hàng', 'NEG'), ('vọng Tiki', 'NEG')]","[('giao hàng', 'là Smarkcook SM3140.'), ('vọng Tiki', 'gửi hàng đúng')]","[('giao hàng', 'là Smarkcook SM3140.', 'NEG'), ('vọng Tiki', 'gửi hàng đúng', 'NEG')]"
"Mình biết nội dung cuốn sách này rất hay bởi vì đã được giáo viên chuyên ngành giới thiệu. Bìa mềm nhưng chất giấy rất đẹp lại đính kèm mẩu giấy tròn để làm dấu khi đọc. Mình nghĩ là sẽ tốt hơn nếu TIKI biết bảo quản sản phẩm tốt bởi vì sách của mình nhận được không được tốt, bìa sách bị dính bẩn rất nhiều phải lau chùi rất lâu mới hết. Nhìn chung là rất ổn. Cảm ơn","['nội dung', 'Bìa', 'chất giấy', 'sách', 'bìa sách', '<IA>']","[('nội dung', 'POS'), ('Bìa', 'NEU'), ('chất giấy', 'POS'), ('sách', 'NEG'), ('bìa sách', 'NEG'), ('<IA>', 'POS')]","[('nội dung', 'rất hay'), ('Bìa', 'mềm'), ('chất giấy', 'rất đẹp'), ('sách', 'không được tốt,'), ('bìa sách', 'bị dính bẩn rất nhiều'), ('<IA>', 'rất ổn.')]","[('nội dung', 'rất hay', 'POS'), ('Bìa', 'mềm', 'NEU'), ('chất giấy', 'rất đẹp', 'POS'), ('sách', 'không được tốt,', 'NEG'), ('bìa sách', 'bị dính bẩn rất nhiều', 'NEG'), ('<IA>', 'rất ổn.', 'POS')]"
"Mình và bạn gái cùng mua đều bị chung 1 lỗi. Máy đang chạy bỗng màn hình tối đen, màn hình vẫn sáng nhưng màu đen. Phải đè phím nguồn để khởi động lại. Có thể là lỗi phần mềm nhưng bạn mình cũng bị. 5 sao vì dịch vụ và giá của tiki. Còn sản phẩm thì phải xem lại. Ảnh chụp từ clip mình quay lại.","['Máy đang chạy', 'Máy đang chạy', 'màn hình', 'màn hình', 'khởi động lại.', 'dịch vụ', 'giá', 'sản phẩm']","[('Máy đang chạy', 'NEG'), ('Máy đang chạy', 'NEG'), ('màn hình', 'NEG'), ('màn hình', 'NEG'), ('khởi động lại.', 'NEG'), ('dịch vụ', 'POS'), ('giá', 'POS'), ('sản phẩm', 'NEG')]","[('Máy đang chạy', 'màn hình tối đen,'), ('Máy đang chạy', 'vẫn sáng nhưng màu đen.'), ('màn hình', 'màn hình tối đen,'), ('màn hình', 'vẫn sáng nhưng màu đen.'), ('khởi động lại.', 'Phải đè phím nguồn'), ('dịch vụ', '5 sao'), ('giá', '5 sao'), ('sản phẩm', 'phải xem lại.')]","[('Máy đang chạy', 'màn hình tối đen,', 'NEG'), ('Máy đang chạy', 'vẫn sáng nhưng màu đen.', 'NEG'), ('màn hình', 'màn hình tối đen,', 'NEG'), ('màn hình', 'vẫn sáng nhưng màu đen.', 'NEG'), ('khởi động lại.', 'Phải đè phím nguồn', 'NEG'), ('dịch vụ', '5 sao', 'POS'), ('giá', '5 sao', 'POS'), ('sản phẩm', 'phải xem lại.', 'NEG')]"
Dù mức giá cao hơn so với mặt bằng chung nhưng chất lượng không vượt trội. Lỏng lẽo so với cáp rẻ tiền thông thường. Không đáng để đầu tư :),"['mức giá', 'chất lượng', '<IA>', '<IA>']","[('mức giá', 'NEG'), ('chất lượng', 'NEG'), ('<IA>', 'NEG'), ('<IA>', 'NEG')]","[('mức giá', 'cao'), ('chất lượng', 'không vượt trội.'), ('<IA>', 'Lỏng lẽo'), ('<IA>', 'Không đáng để đầu tư')]","[('mức giá', 'cao', 'NEG'), ('chất lượng', 'không vượt trội.', 'NEG'), ('<IA>', 'Lỏng lẽo', 'NEG'), ('<IA>', 'Không đáng để đầu tư', 'NEG')]"
"Sản phẩm đúng như hình và mô tả của Shop, tốt trong tầm giá. Tiki giao hàng rất nhanh.","['Sản phẩm', 'giá.', 'giao hàng']","[('Sản phẩm', 'POS'), ('giá.', 'POS'), ('giao hàng', 'POS')]","[('Sản phẩm', 'đúng như hình và mô tả của Shop,'), ('giá.', 'tốt'), ('giao hàng', 'rất nhanh.')]","[('Sản phẩm', 'đúng như hình và mô tả của Shop,', 'POS'), ('giá.', 'tốt', 'POS'), ('giao hàng', 'rất nhanh.', 'POS')]"
